From	Uniprot_Entry	Reviewed	Seq_ID	Protein_names	Gene_Names	Organism	Length	Taxonomic_lineage	Active_site	Binding_site	EC_number	Function	Protein_families	RefSeq	AlphaFoldDB	PDB	EMDB
D8RPT3	D8RPT3	unreviewed	D8RPT3_SELML	RHOMBOID-like protein (EC 3.4.21.105)	SELMODRAFT_98870	Selaginella moellendorffii (Spikemoss)	286	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Lycopodiopsida (class), Selaginellales (order), Selaginellaceae (family), Selaginella (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_002973164.1;	D8RPT3;		
R5A1G2	R5A1G2		R5A1G2_9CLOT														
E5SG22	E5SG22		E5SG22_TRISP														
F9ED49	F9ED49	unreviewed	F9ED49_9ACTO	Rhomboid family protein	HMPREF9062_0371	Actinomyces sp. oral taxon 448 str. F0400	280	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Actinomycetales (order), Actinomycetaceae (family), Actinomyces (genus), unclassified Actinomyces (no rank), Actinomyces sp. oral taxon 448 (species)					Peptidase S54 family	WP_009748274.1;	F9ED49;		
D4IXD7	D4IXD7		D4IXD7_BUTFI														
A0A075JTP6	A0A075JTP6	unreviewed	A0A075JTP6_9BACI	Peptidase S54 rhomboid domain-containing protein	X953_09860	Virgibacillus sp. SK37	514	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Virgibacillus (genus), unclassified Virgibacillus (no rank)					Peptidase S54 family	WP_040955314.1;	A0A075JTP6;		
R6C542	R6C542	unreviewed	R6C542_9CLOT	Peptidase S54 rhomboid domain-containing protein	BN687_00259	Clostridium sp. CAG:510	201	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), unclassified Clostridium (no rank)					Peptidase S54 family		R6C542;		
L1J379	L1J379	unreviewed	L1J379_GUITC	Peptidase S54 rhomboid domain-containing protein	GUITHDRAFT_88083	Guillardia theta (strain CCMP2712) (Cryptophyte)	241	cellular organisms (no rank), Eukaryota (superkingdom), Cryptophyceae (class), Pyrenomonadales (order), Geminigeraceae (family), Guillardia (genus), Guillardia theta (species)					Peptidase S54 family	XP_005829530.1;	L1J379;		
D1C4P5	D1C4P5	unreviewed	D1C4P5_SPHTD	Rhomboid family protein	Sthe_1778	Sphaerobacter thermophilus (strain ATCC 49802 / DSM 20745 / KCCM 41009 / NCIMB 13125 / S 6022)	245	cellular organisms (no rank), Bacteria (superkingdom), Thermomicrobiota (phylum), Thermomicrobia (class), Sphaerobacterales (order), Sphaerobacterineae (suborder), Sphaerobacteraceae (family), Sphaerobacter (genus), Sphaerobacter thermophilus (species)					Peptidase S54 family	WP_012872258.1;	D1C4P5;		
B9D570	B9D570	unreviewed	B9D570_CAMRE	Peptidase, S54 family (EC 3.4.21.-)	CAMRE0001_1073	Campylobacter rectus RM3267	177	cellular organisms (no rank), Bacteria (superkingdom), Campylobacterota (phylum), Epsilonproteobacteria (class), Campylobacterales (order), Campylobacteraceae (family), Campylobacter (genus), Campylobacter rectus (species)			3.4.21.-			WP_004320688.1;	B9D570;		
A4J8K1	A4J8K1	unreviewed	A4J8K1_DESRM	Rhomboid family protein	Dred_2900	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	215	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Peptococcaceae (family), Desulforamulus (genus), Desulforamulus reducens (species)						WP_011879197.1;	A4J8K1;		
E2CFZ2	E2CFZ2	unreviewed	E2CFZ2_9HYPH	Rhomboid family protein	TRICHSKD4_2129	Roseibium sp. TrichSKD4	226	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Stappiaceae (family), Roseibium (genus), unclassified Roseibium (no rank)					Peptidase S54 family	WP_009467269.1;	E2CFZ2;		
U5L4T8	U5L4T8	unreviewed	U5L4T8_9BACI	Membrane protein	N288_01495	Bacillus infantis NRRL B-14911	196	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus infantis (species)					Peptidase S54 family	WP_009795780.1;	U5L4T8;		
U1NP07	U1NP07		U1NP07_ASCSU														
R6Y7K7	R6Y7K7		R6Y7K7_9CLOT														
A4C7C4	A4C7C4	unreviewed	A4C7C4_9GAMM	Putative GlpG protein	PTD2_13699	Pseudoalteromonas tunicata D2	271	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Pseudoalteromonadaceae (family), Pseudoalteromonas (genus), Pseudoalteromonas tunicata (species)					Peptidase S54 family	WP_009837751.1;	A4C7C4;		
E0VJ88	E0VJ88	unreviewed	E0VJ88_PEDHC	Rhomboid-like protein	8230716 Phum_PHUM240580	Pediculus humanus subsp. corporis (Body louse)	367	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Paraneoptera (cohort), Psocodea (superorder), Phthiraptera (order), Anoplura (suborder), Pediculidae (family), Pediculus (genus), Pediculus humanus (species)					Peptidase S54 family	XP_002426182.1;	E0VJ88;		
R2PXD7	R2PXD7	unreviewed	R2PXD7_9ENTE	Peptidase S54 rhomboid domain-containing protein	UAS_00671	Enterococcus asini ATCC 700915	232	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Enterococcaceae (family), Enterococcus (genus), Enterococcus asini (species)					Peptidase S54 family	WP_010753322.1;	R2PXD7;		
I0DTP6	I0DTP6		I0DTP6_PROSM														
Q04FD6	Q04FD6	unreviewed	Q04FD6_OENOB	Membrane-associated serine protease	OEOE_0919	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	236	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Oenococcus (genus), Oenococcus oeni (species)					Peptidase S54 family		Q04FD6;		
F9Q9F3	F9Q9F3	unreviewed	F9Q9F3_9PAST	Peptidase, S54 family (EC 3.4.21.-)	HMPREF9952_0656	Haemophilus pittmaniae HK 85	280	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Haemophilus (genus), Haemophilus pittmaniae (species)			3.4.21.-		Peptidase S54 family		F9Q9F3;		
E1STE3	E1STE3	unreviewed	E1STE3_FERBD	Rhomboid family protein	Fbal_2975	Ferrimonas balearica (strain DSM 9799 / CCM 4581 / KCTC 23876 / PAT)	348	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Ferrimonadaceae (family), Ferrimonas (genus), Ferrimonas balearica (species)							E1STE3;		
D4YSE3	D4YSE3	unreviewed	D4YSE3_9LACO	Peptidase, S54 family (EC 3.4.21.-)	HMPREF0493_0421	Lactobacillus amylolyticus DSM 11664	226	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactobacillus (genus), Lactobacillus amylolyticus (species)			3.4.21.-		Peptidase S54 family	WP_006351575.1;	D4YSE3;		
A3QJD0	A3QJD0	unreviewed	A3QJD0_SHELP	Rhomboid family protein	Shew_3712	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	278	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella loihica (species)						WP_011867506.1;	A3QJD0;		
D3SYA7	D3SYA7	unreviewed	D3SYA7_NATMM	Rhomboid family protein	Nmag_2518 C500_07803	Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii)	225	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Natrialbaceae (family), Natrialba (genus), Natrialba magadii (species)						WP_004215302.1;	D3SYA7;		
A1R0T5	A1R0T5	unreviewed	A1R0T5_PAEAT	Putative rhomboid family membrane protein	AAur_0017	Paenarthrobacter aurescens (strain TC1)	284	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Micrococcaceae (family), Paenarthrobacter (genus), Paenarthrobacter aurescens (species)					Peptidase S54 family		A1R0T5;		
I3BWD9	I3BWD9		I3BWD9_THINJ														
A0A0B2X439	A0A0B2X439	unreviewed	A0A0B2X439_METAS	Rhomboid family protein	MAM_01999	Metarhizium album (strain ARSEF 1941)	533	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Metarhizium (genus), Metarhizium album (species)					Peptidase S54 family		A0A0B2X439;		
R5QV23	R5QV23		R5QV23_9FIRM														
A3DEA1	A3DEA1	unreviewed	A3DEA1_ACET2	Rhomboid family protein	Cthe_1048	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	511	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Oscillospiraceae (family), Acetivibrio (genus), Acetivibrio thermocellus (species)					Peptidase S54 family	WP_003515650.1;	A3DEA1;		
B7FT28	B7FT28	unreviewed	B7FT28_PHATC	Peptidase S54 rhomboid domain-containing protein	PHATRDRAFT_43673	Phaeodactylum tricornutum (strain CCAP 1055/1)	304	cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Phaeodactylaceae (family), Phaeodactylum (genus), Phaeodactylum tricornutum (species)					Peptidase S54 family	XP_002177764.1;	B7FT28;		
R7Y2N3	R7Y2N3	unreviewed	R7Y2N3_9ACTN	Rhomboid family protein	CF8_0011	Nocardioides sp. CF8	276	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Nocardioides (genus), unclassified Nocardioides (no rank)					Peptidase S54 family		R7Y2N3;		
R5NJL2	R5NJL2		R5NJL2_9BACT														
Q1GFY7	Q1GFY7	unreviewed	Q1GFY7_RUEST	Rhomboid-like protein	TM1040_1696	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	256	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Ruegeria (genus), unclassified Ruegeria (no rank)					Peptidase S54 family	WP_011539024.1;	Q1GFY7;		
H5USU8	H5USU8	unreviewed	H5USU8_9MICO	Rhomboid family protein	MOPEL_083_00110	Mobilicoccus pelagius NBRC 104925	354	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Dermatophilaceae (family), Mobilicoccus (genus), Mobilicoccus pelagius (species)					Peptidase S54 family		H5USU8;		
H4GI42	H4GI42	unreviewed	H4GI42_9LACO	Rhomboid family protein	PS3_9741	Limosilactobacillus gastricus PS3	221	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Limosilactobacillus (genus), Limosilactobacillus gastricus (species)					Peptidase S54 family	WP_007121726.1;	H4GI42;		
B9LTR7	B9LTR7	unreviewed	B9LTR7_HALLT	AN1-type Zinc finger protein	Hlac_0599	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	321	cellular organisms (no rank), Archaea (superkingdom), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Haloferacaceae (family), Halorubrum (genus), Halorubrum lacusprofundi (species)						WP_012659834.1;	B9LTR7;		
A9F7H2	A9F7H2	unreviewed	A9F7H2_SORC5	Peptidase S54 rhomboid domain-containing protein	sce1379	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	565	cellular organisms (no rank), Bacteria (superkingdom), Myxococcota (phylum), Polyangia (subclass), Polyangiales (order), Polyangiaceae (family), Sorangium (genus), Sorangium cellulosum (species)					Peptidase S54 family	WP_012234014.1;	A9F7H2;		
K9ZNT8	K9ZNT8	unreviewed	K9ZNT8_ANACC	Peptidase S54, rhomboid domain protein	Anacy_4644	Anabaena cylindrica (strain ATCC 27899 / PCC 7122)	247	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Anabaena (genus), Anabaena cylindrica (species)					Peptidase S54 family		K9ZNT8;		
I0KWU8	I0KWU8	unreviewed	I0KWU8_9ACTN	Peptidase S54 rhomboid domain-containing protein	MILUP08_40956	Micromonospora lupini str. Lupac 08	217	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Micromonospora (genus), Micromonospora lupini (species)					Peptidase S54 family	WP_007455636.1;	I0KWU8;		
A3SLQ8	A3SLQ8	unreviewed	A3SLQ8_ROSNI	Rhomboid family protein	ISM_08330	Roseovarius nubinhibens (strain ATCC BAA-591 / DSM 15170 / ISM)	257	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseovarius (genus), Roseovarius nubinhibens (species)						WP_009813689.1;	A3SLQ8;		
A6CSA4	A6CSA4		A6CSA4_9BACI														
C0CUP2	C0CUP2	unreviewed	C0CUP2_9FIRM	Peptidase, S54 family (EC 3.4.21.-)	CLOSTASPAR_00734	[Clostridium] asparagiforme DSM 15981	193	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Lachnospirales (order), Lachnospiraceae (family), Enterocloster (genus), Enterocloster asparagiformis (species)			3.4.21.-		Peptidase S54 family		C0CUP2;		
A0A067QSR2	A0A067QSR2	unreviewed	A0A067QSR2_ZOONE	Rhomboid-related protein 3	L798_14139	Zootermopsis nevadensis (Dampwood termite)	376	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Polyneoptera (cohort), Dictyoptera (superorder), Blattodea (order), Blattoidea (superfamily), Termitoidae (no rank), Termopsidae (family), Termopsinae (subfamily), Termopsini (tribe), Zootermopsis (genus)					Peptidase S54 family		A0A067QSR2;		
F8L598	F8L598	unreviewed	F8L598_SIMNZ	Peptidase S54 rhomboid domain-containing protein	SNE_A01030	Simkania negevensis (strain ATCC VR-1471 / DSM 27360 / Z)	336	cellular organisms (no rank), Bacteria (superkingdom), PVC group (clade), Chlamydiota (phylum), Chlamydiia (class), Parachlamydiales (order), Simkaniaceae (family), Simkania (genus), Simkania negevensis (species)					Peptidase S54 family	WP_013942448.1;	F8L598;		
B1XNG7	B1XNG7	unreviewed	B1XNG7_PICP2	Conserved, probable membrane protein, rhomboid family	SYNPCC7002_A0335	Picosynechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	550	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Geminocystaceae (family), Picosynechococcus (genus), unclassified Picosynechococcus (no rank)					Peptidase S54 family		B1XNG7;		
W1QCK7	W1QCK7	unreviewed	W1QCK7_OGAPD	Peptidase S54 rhomboid domain-containing protein	HPODL_05297	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)	301	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Pichiales (order), Pichiaceae (family), Ogataea (genus), Ogataea parapolymorpha (species)					Peptidase S54 family	XP_013933537.1;	W1QCK7;		
G8LXJ6	G8LXJ6	unreviewed	G8LXJ6_ACECE	Putative membrane protein	Clocl_1030	Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum)	188	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Oscillospiraceae (family), Acetivibrio (genus), Acetivibrio clariflavus (species)						WP_014254325.1;	G8LXJ6;		
H1Y0L7	H1Y0L7	unreviewed	H1Y0L7_9SPHI	Rhomboid family protein	Mucpa_4394	Mucilaginibacter paludis DSM 18603	288	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Mucilaginibacter (genus), Mucilaginibacter paludis (species)					Peptidase S54 family	WP_008509332.1;	H1Y0L7;		
F0ZMQ5	F0ZMQ5	unreviewed	F0ZMQ5_DICPU	Peptidase S54 rhomboid domain-containing protein	DICPUDRAFT_98105	Dictyostelium purpureum (Slime mold)	382	cellular organisms (no rank), Eukaryota (superkingdom), Amoebozoa (clade), Evosea (phylum), Eumycetozoa (class), Dictyostelia (clade), Dictyosteliales (order), Dictyosteliaceae (family), Dictyostelium (genus)					Peptidase S54 family	XP_003288701.1;	F0ZMQ5;		
A0A0A2ELT1	A0A0A2ELT1	unreviewed	A0A0A2ELT1_PORCN	Membrane protein	HQ35_09280	Porphyromonas cangingivalis	216	cellular organisms (no rank), Bacteria (superkingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Porphyromonadaceae (family), Porphyromonas (genus)					Peptidase S54 family	WP_036852710.1;	A0A0A2ELT1;		
F8KVW2	F8KVW2	unreviewed	F8KVW2_PARAV	Uncharacterized protein	PUV_03060	Parachlamydia acanthamoebae (strain UV7)	393	cellular organisms (no rank), Bacteria (superkingdom), PVC group (clade), Chlamydiota (phylum), Chlamydiia (class), Parachlamydiales (order), Parachlamydiaceae (family), Parachlamydia (genus), Parachlamydia acanthamoebae (species)					Peptidase S54 family	WP_006340501.1;	F8KVW2;		
