Seq_ID,Protein_names,Protein_families,superkingdom,kingdom,phylum,class,order,family,genus,species,Uniprot_Entry,Gene_Names,Organism,Length,EC_number,RefSeq,AlphaFoldDB,PDB
A3DEA1_ACET2,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibriothermocellus,A3DEA1,Cthe_1048,Acetivibriothermocellus(strainATCC27405/DSM1237/JCM9322/NBRC103400/NCIMB10682/NRRLB-4536/VPI7372)(Clostridiumthermocellum),511,,WP_003515650.1;,A3DEA1;,
B7FT28_PHATC,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylumtricornutum,B7FT28,PHATRDRAFT_43673,Phaeodactylumtricornutum(strainCCAP1055/1),304,,XP_002177764.1;,B7FT28;,
R7Y2N3_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedNocardioides,Propionibacteriales,Nocardioidaceae,Nocardioides,,R7Y2N3,CF8_0011,Nocardioidessp.CF8,276,,,R7Y2N3;,
R5NJL2_9BACT,,,,,,,,,,,R5NJL2,,,,,,,
Q1GFY7_RUEST,Rhomboid-like protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedRuegeria,Rhodobacterales,Roseobacteraceae,Ruegeria,,Q1GFY7,TM1040_1696,Ruegeriasp.(strainTM1040)(Silicibactersp.),256,,WP_011539024.1;,Q1GFY7;,
H5USU8_9MICO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Mobilicoccus,Mobilicoccuspelagius,H5USU8,MOPEL_083_00110,MobilicoccuspelagiusNBRC104925,354,,,H5USU8;,
H4GI42_9LACO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillusgastricus,H4GI42,PS3_9741,LimosilactobacillusgastricusPS3,221,,WP_007121726.1;,H4GI42;,
B9LTR7_HALLT,AN1-type Zinc finger protein,,Archaea,Methanobacteriati,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrumlacusprofundi,B9LTR7,Hlac_0599,Halorubrumlacusprofundi(strainATCC49239/DSM5036/JCM8891/ACAM34),321,,WP_012659834.1;,B9LTR7;,
A9F7H2_SORC5,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangiumcellulosum,A9F7H2,sce1379,Sorangiumcellulosum(strainSoce56)(Polyangiumcellulosum(strainSoce56)),565,,WP_012234014.1;,A9F7H2;,
K9ZNT8_ANACC,"Peptidase S54, rhomboid domain protein",Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaenacylindrica,K9ZNT8,Anacy_4644,Anabaenacylindrica(strainATCC27899/PCC7122),247,,,K9ZNT8;,
I0KWU8_9ACTN,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonosporalupini,I0KWU8,MILUP08_40956,Micromonosporalupinistr.Lupac08,217,,WP_007455636.1;,I0KWU8;,
A3SLQ8_ROSNI,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovariusnubinhibens,A3SLQ8,ISM_08330,Roseovariusnubinhibens(strainATCCBAA-591/DSM15170/ISM),257,,WP_009813689.1;,A3SLQ8;,
A6CSA4_9BACI,,,,,,,,,,,A6CSA4,,,,,,,
C0CUP2_9FIRM,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enteroclosterasparagiformis,C0CUP2,CLOSTASPAR_00734,[Clostridium]asparagiformeDSM15981,193,3.4.21.-,,C0CUP2;,
A0A067QSR2_ZOONE,Rhomboid-related protein 3,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Blattodea,Termopsinae,Zootermopsis,,A0A067QSR2,L798_14139,Zootermopsisnevadensis(Dampwoodtermite),376,,,A0A067QSR2;,
F8L598_SIMNZ,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkanianegevensis,F8L598,SNE_A01030,Simkanianegevensis(strainATCCVR-1471/DSM27360/Z),336,,WP_013942448.1;,F8L598;,
B1XNG7_PICP2,"Conserved, probable membrane protein, rhomboid family",Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedPicosynechococcus,Chroococcales,Geminocystaceae,Picosynechococcus,,B1XNG7,SYNPCC7002_A0335,Picosynechococcussp.(strainATCC27264/PCC7002/PR-6)(Agmenellumquadruplicatum),550,,,B1XNG7;,
W1QCK7_OGAPD,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataeaparapolymorpha,W1QCK7,HPODL_05297,Ogataeaparapolymorpha(strainATCC26012/BCRC20466/JCM22074/NRRLY-7560/DL-1)(Yeast)(Hansenulapolymorpha),301,,XP_013933537.1;,W1QCK7;,
G8LXJ6_ACECE,Putative membrane protein,,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrioclariflavus,G8LXJ6,Clocl_1030,Acetivibrioclariflavus(strainDSM19732/NBRC101661/EBR45)(Clostridiumclariflavum),188,,WP_014254325.1;,G8LXJ6;,
H1Y0L7_9SPHI,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacterpaludis,H1Y0L7,Mucpa_4394,MucilaginibacterpaludisDSM18603,288,,WP_008509332.1;,H1Y0L7;,
F0ZMQ5_DICPU,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,Evosea,Eumycetozoa,Dictyosteliales,Dictyosteliaceae,Dictyostelium,,F0ZMQ5,DICPUDRAFT_98105,Dictyosteliumpurpureum(Slimemold),382,,XP_003288701.1;,F0ZMQ5;,
A0A0A2ELT1_PORCN,Membrane protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,A0A0A2ELT1,HQ35_09280,Porphyromonascangingivalis,216,,WP_036852710.1;,A0A0A2ELT1;,
F8KVW2_PARAV,Uncharacterized protein,Peptidase S54 family,Bacteria,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydiaacanthamoebae,F8KVW2,PUV_03060,Parachlamydiaacanthamoebae(strainUV7),393,,WP_006340501.1;,F8KVW2;,
A0A072NZJ4_9EURO,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophialaaquamarina,A0A072NZJ4,A1O9_10954,ExophialaaquamarinaCBS119918,519,3.4.21.105,XP_013255636.1;,A0A072NZJ4;,
A0A0F2TG56_STRR3,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0F2TG56,VM95_19650,Streptomycesrubellomurinus(strainATCC31215),280,,,A0A0F2TG56;,
M5A0C6_9ACTN,,,,,,,,,,,M5A0C6,,,,,,,
M5XMJ2_PRUPE,,,,,,,,,,,M5XMJ2,,,,,,,
G5JWC6_9STRE,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcusmacacae,G5JWC6,STRMA_1872,StreptococcusmacacaeNCTC11558,221,3.4.21.-,WP_003081543.1;,G5JWC6;,
A8FF69_BACP2,Peptidase S54,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacilluspumilus,A8FF69,BPUM_2217,Bacilluspumilus(strainSAFR-032),512,,WP_012010577.1;,A8FF69;,
A0A0A2USC4_9BACL,,,,,,,,,,,A0A0A2USC4,,,,,,,
D2QSC8_SPILD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosomalinguale,D2QSC8,Slin_5745,Spirosomalinguale(strainATCC33905/DSM74/LMG10896/Claus1),207,,,D2QSC8;,
Q47KC1_THEFY,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Thermobifida,Thermobifidafusca,Q47KC1,Tfu_3068,Thermobifidafusca(strainYX),298,,,Q47KC1;,
L0A4K5_DEIPD,Putative membrane protein,Peptidase S54 family,Bacteria,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcusperaridilitoris,L0A4K5,Deipe_2489,Deinococcusperaridilitoris(strainDSM19664/LMG22246/CIP109416/KR-200),215,,WP_015236262.1;,L0A4K5;,
B8HEW3_PSECP,Rhomboid family protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacterchlorophenolicus,B8HEW3,Achl_1238,Pseudarthrobacterchlorophenolicus(strainATCC700700/DSM12829/CIP107037/JCM12360/KCTC9906/NCIMB13794/A6)(Arthrobacterchlorophenolicus),211,,WP_015936452.1;,B8HEW3;,
D3SLU3_THEAH,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Thermocrinis,Thermocrinisalbus,D3SLU3,Thal_1091,Thermocrinisalbus(strainDSM14484/JCM11386/HI11/12),218,,WP_012992129.1;,D3SLU3;,
A0A0F6QU57_9CORY,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,A0A0F6QU57,UL81_00165,Corynebacteriumcamporealensis,210,,WP_035106098.1;,A0A0F6QU57;,
W5X0S4_BDEBC,,,Bacteria,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,W5X0S4,,,,,,,
Q1K039_DESA6,Rhomboid-like protein,Peptidase S54 family,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonasacetoxidans,Q1K039,Dace_2403,Desulfuromonasacetoxidans(strainDSM684/11070),397,,WP_006000075.1;,Q1K039;,
A0A0B5E0K1_9RHOB,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,,A0A0B5E0K1,P73_1282,Celeribacterindicus,248,,WP_043868964.1;,A0A0B5E0K1;,
A0A068RGD8_9FUNG,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Fungi,Mucoromycotina,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimiacorymbifera,A0A068RGD8,LCOR_00488.1,LichtheimiacorymbiferaJMRC:FSU:9682,521,3.4.21.105,,A0A068RGD8;,
M2XZN9_GALSU,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,Rhodophyta,Bangiophyceae,Galdieriales,Galdieriaceae,Galdieria,,M2XZN9,Gasu_35020,Galdieriasulphuraria(Redalga),195,,XP_005705633.1;,M2XZN9;,
A0Z5Z9_9GAMM,GlpG protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedHalieaceae,Cellvibrionales,Halieaceae,,,A0Z5Z9,MGP2080_13583,marinegammaproteobacteriumHTCC2080,208,,,A0Z5Z9;,
A0A0N0K2T5_9PROT,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,unclassifiedAlphaproteobacteria,,,,,A0A0N0K2T5,IP88_05155,alphaproteobacteriumAAP81b,203,,,A0A0N0K2T5;,
C0GDH9_DETAL,Rhomboid family protein,,Bacteria,Bacillati,Bacillota,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,Dethiobacteralkaliphilus,C0GDH9,DealDRAFT_0630,DethiobacteralkaliphilusAHT1,222,,WP_008514786.1;,C0GDH9;,
R6GQF3_9FIRM,,,,,,,,,,,R6GQF3,,,,,,,
A7I1T8_CAMHC,Rhomboid family protein,,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterhominis,A7I1T8,CHAB381_0917,Campylobacterhominis(strainATCCBAA-381/DSM21671/CCUG45161/LMG19568/NCTC13146/CH001A),177,,WP_012108771.1;,A7I1T8;,
B4WH87_SYNS7,"Peptidase, S54 (Rhomboid) family, putative",Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedSynechococcus,Synechococcales,Synechococcaceae,Synechococcus,,B4WH87,S7335_5097,Synechococcussp.(strainATCC29403/PCC7335),248,,WP_006457198.1;,B4WH87;,
M1A838_SOLTU,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Solanales,Solanoideae,Solanum,,M1A838,,Solanumtuberosum(Potato),384,3.4.21.105,,M1A838;,
I0Z9D9_COCSC,Rhomboid-domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,Coccomyxa,Coccomyxasubellipsoidea,I0Z9D9,COCSUDRAFT_31962,Coccomyxasubellipsoidea(strainC-169)(Greenmicroalga),199,,XP_005651802.1;,I0Z9D9;,
I3YY92_AEQSU,Putative membrane protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivitasublithincola,I3YY92,Aeqsu_2503,Aequorivitasublithincola(strainDSM14238/LMG21431/ACAM643/9-3),246,,WP_014783209.1;,I3YY92;,
K4D6D6_SOLLC,,,,,,,,,,,K4D6D6,,,,,,,
Q87R75_VIBPA,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrioparahaemolyticus,Q87R75,VP0924,VibrioparahaemolyticusserotypeO3:K6(strainRIMD2210633),202,,NP_797302.1;,Q87R75;,
A0A085MXM0_9BILA,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Dorylaimia,Trichinellida,Trichuridae,Trichuris,,A0A085MXM0,M513_05667M514_05667,Trichurissuis(pigwhipworm),335,,,,
F2K3F6_MARM1,"Peptidase S54, rhomboid domain",Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonasmediterranea,F2K3F6,Marme_2050,Marinomonasmediterranea(strainATCC700492/JCM21426/NBRC103028/MMB-1),287,,WP_013661203.1;,F2K3F6;,
A0A0N4UYV7_ENTVE,Rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Chromadorea,Oxyuridomorpha,Oxyuridae,Enterobius,,A0A0N4UYV7,EVEC_LOCUS2488,Enterobiusvermicularis(Humanpinworm),355,,,,
G8RK62_MYCRN,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacteriumrhodesiae,G8RK62,MycrhN_1673,Mycolicibacteriumrhodesiae(strainNBB3)(Mycobacteriumrhodesiae),282,,WP_014210101.1;,G8RK62;,
Q01X49_SOLUE,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Solibacteraceae,CandidatusSolibacter,Solibacterusitatus,Q01X49,Acid_4807,Solibacterusitatus(strainEllin6076),223,,,Q01X49;,
D1ADF6_THECD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonosporacurvata,D1ADF6,Tcur_0058,Thermomonosporacurvata(strainATCC19995/DSM43183/JCM3096/KCTC9072/NBRC15933/NCIMB10081/HenssenB9),302,,WP_012850450.1;,D1ADF6;,
A0A089YKY1_9PSED,Peptidase S54,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,A0A089YKY1,LT40_06295,Pseudomonasrhizosphaerae,290,,WP_043187756.1;,A0A089YKY1;,
A0A0H4W716_9BACT,Rhomboid family protein,,Bacteria,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,,A0A0H4W716,TH63_12285,Rufibacterradiotolerans,305,,WP_048921184.1;,A0A0H4W716;,
R7F326_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,unclassifiedPrevotella,Bacteroidales,Prevotellaceae,Prevotella,,R7F326,BN677_00453,Prevotellasp.CAG:485,256,,,R7F326;,
A8A8Q7_IGNH4,Rhomboid family protein,Peptidase S54 family,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccushospitalis,A8A8Q7,Igni_0125,Ignicoccushospitalis(strainKIN4/I/DSM18386/JCM14125),258,,,A8A8Q7;,
Q482Z4_COLP3,"Membrane protein, Rhomboid family",,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwelliapsychrerythraea,Q482Z4,CPS_2148,Colwelliapsychrerythraea(strain34H/ATCCBAA-681)(Vibriopsychroerythus),206,,WP_011042967.1;,Q482Z4;,
A0A075U0B9_9LACO,Membrane-associated serine protease,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,A0A075U0B9,WS74_1063,Weissellaceti,236,,WP_009496178.1;,A0A075U0B9;,
E4NDE6_KITSK,Putative peptidase S54 family protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatosporasetae,E4NDE6,KSE_34200,Kitasatosporasetae(strainATCC33774/DSM43861/JCM3304/KCCA-0304/NBRC14216/KM-6054)(Streptomycessetae),254,,WP_014136534.1;,E4NDE6;,
A0A0N0NAU2_9ACTN,"Peptidase S54, rhomboid domain containing protein",Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedActinomycetes,,,,,A0A0N0NAU2,OV320_6587,ActinobacteriabacteriumOV320,296,,,A0A0N0NAU2;,
J0V4M0_9BACT,Rhomboid family protein,,Bacteria,Bacteria,Bacteroidota,unclassifiedPontibacter,Cytophagales,Hymenobacteraceae,Pontibacter,,J0V4M0,O71_17391,Pontibactersp.BAB1700,265,,WP_007658403.1;,J0V4M0;,
A0A0F4JVR3_9ACTN,,,,,,,,,,,A0A0F4JVR3,,,,,,,
C5VQA1_CLOBO,,,,,,,,,,,C5VQA1,,,,,,,
G4MSG3_PYRO7,Rhomboid protein 1,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyriculariaoryzae,G4MSG3,MGG_04531,Pyriculariaoryzae(strain70-15/ATCCMYA-4617/FGSC8958)(Riceblastfungus)(Magnaportheoryzae),621,,XP_003713582.1;,G4MSG3;,
I2JNE3_9GAMM,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedSpongiibacteraceae,Cellvibrionales,Spongiibacteraceae,,,I2JNE3,DOK_03463,gammaproteobacteriumBDW918,286,,,I2JNE3;,
Q2Y670_NITMU,Rhomboid protease GluP (Rhomboid-like protein),Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospiramultiformis,Q2Y670,Nmul_A2462SAMN05216403_105151,Nitrosospiramultiformis(strainATCC25196/NCIMB11849/C71),371,,WP_011381750.1;,Q2Y670;,
G0AJ58_COLFT,"Family S54 peptidase, transmembrane (EC 3.4.21.105)",Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonasfungivorans,G0AJ58,CFU_1160,Collimonasfungivorans(strainTer331),529,3.4.21.105,WP_014005146.1;,G0AJ58;,
A0A0C7NVT0_DEFTU,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,,A0A0C7NVT0,DTL3_0262,Defluviitogatunisiensis,228,,WP_045087191.1;,A0A0C7NVT0;,
U6P376_HAECO,,,,,,,,,,,U6P376,,,,,,,
G0EHP1_PYRF1,Rhomboid family protein,,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobusfumarii,G0EHP1,Pyrfu_1537,Pyrolobusfumarii(strainDSM11204/1A),254,,WP_014027071.1;,G0EHP1;,
R4K695_CLOPA,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridiumpasteurianum,R4K695,Clopa_3971,ClostridiumpasteurianumBC1,326,,WP_015616992.1;,R4K695;,
A0A0M8YNQ6_9PSEU,Protease,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedSaccharothrix,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,A0A0M8YNQ6,ADK67_01885,Saccharothrixsp.NRRLB-16348,261,,,A0A0M8YNQ6;,
C7QFR0_CATAD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulisporaacidiphila,C7QFR0,Caci_0044,Catenulisporaacidiphila(strainDSM44928/JCM14897/NBRC102108/NRRLB-24433/ID139908),356,,,C7QFR0;,
D7G3N4_ECTSI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,,D7G3N4,Esi_0514_0010,Ectocarpussiliculosus(Brownalga)(Confervasiliculosa),677,,,D7G3N4;,
E7GBJ8_9FIRM,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,,E7GBJ8,HMPREF9488_02139,Coprobacilluscateniformis,190,,,E7GBJ8;,
D5SVE9_PLAL2,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopiruslimnophila,D5SVE9,Plim_1385,Planctopiruslimnophila(strainATCC43296/DSM3776/IFAM1008/Mu290)(Planctomyceslimnophilus),293,,WP_013109650.1;,D5SVE9;,
A0A0G4GER0_VITBC,Rhomboid-like protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Eukaryota,,,,Vitrellaceae,Vitrella,Vitrellabrassicaformis,A0A0G4GER0,Vbra_9917,Vitrellabrassicaformis(strainCCMP3155),296,3.4.21.105,,A0A0G4GER0;,
A0A072NZY6_9EURO,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophialaaquamarina,A0A072NZY6,A1O9_10895,ExophialaaquamarinaCBS119918,571,,XP_013255577.1;,A0A072NZY6;,
A5HYU2_CLOBH,Membrane associated peptidase,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridiumbotulinum,A5HYU2,CBO0398,Clostridiumbotulinum(strainHall/ATCC3502/NCTC13319/TypeA),337,,YP_001252942.1;,A5HYU2;,
Q5GXP8_XANOR,Integral membrane protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonasoryzae,Q5GXP8,GlpGXOO3269,Xanthomonasoryzaepv.oryzae(strainKACC10331/KXO85),514,,,Q5GXP8;,
K0KEN1_WICCF,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomycesciferrii,K0KEN1,BN7_922,Wickerhamomycesciferrii(strainATCC14091/BCRC22168/CBS111/JCM3599/NBRC0793/NRRLY-1031F-60-10)(Yeast)(Pichiaciferrii),476,3.4.21.105,,K0KEN1;,
J7IRE5_DESMD,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinusmeridiei,J7IRE5,Desmer_2505,Desulfosporosinusmeridiei(strainATCCBAA-275/DSM13257/KCTC12902/NCIMB13706/S10),314,,,J7IRE5;,
F1L8L5_ASCSU,Rhomboid-related protein 1,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Chromadorea,Ascaridomorpha,Ascarididae,Ascaris,,F1L8L5,,Ascarissuum(Pigroundworm)(Ascarislumbricoides),366,,,F1L8L5;,
A0A0F5LNY9_9HYPH,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosialimi,A0A0F5LNY9,VW29_12435,DevosialimiDSM17137,214,,,A0A0F5LNY9;,
D9R0Z1_LACSW,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimisporasaccharolytica,D9R0Z1,Closa_0147,Lacrimisporasaccharolytica(strainATCC35040/DSM2544/NRCC2533/WM1)(Clostridiumsaccharolyticum),206,,WP_013270890.1;,D9R0Z1;,
E6TWX2_EVAC2,Rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Evansella,Evansellacellulosilytica,E6TWX2,Bcell_1659,Evansellacellulosilytica(strainATCC21833/DSM2522/FERMP-1141/JCM9156/N-4)(Bacilluscellulosilyticus),524,3.4.21.105,WP_013488259.1;,E6TWX2;,
I3INQ9_9BACT,Peptidase S54 rhomboid domain-containing protein,,Bacteria,Bacteria,Planctomycetota,CandidatusBrocadiia,CandidatusBrocadiales,CandidatusBrocadiaceae,CandidatusJettenia,,I3INQ9,KSU1_D0045,CandidatusJetteniacaeni,222,,,I3INQ9;,
